1455214181.298615932,387.725922
1455214181.314182997,387.665436
Timestamp,Depth
1455214181.331656933,387.695679
1455214181.347497940,387.665436
1455214181.363481998,387.574738
Timestamp,Depth
1455214181.380177021,387.574738
1455214181.397536039,387.604980
1455214181.413228989,387.574738
Timestamp,Depth
1455214181.429828882,387.574738
1455214181.446454048,387.635223
1455214181.463123083,387.635223
Timestamp,Depth
1455214181.478765965,387.725922
1455214181.497965097,387.665436
1455214181.514123917,387.695679
Timestamp,Depth
1455214181.530916929,387.665436
1455214181.547880888,387.604980
1455214181.564940929,387.604980
Timestamp,Depth
1455214181.581197023,387.544495
1455214181.596865892,387.635223
1455214181.613625050,387.665436
Timestamp,Depth
1455214181.629723072,387.695679
1455214181.645699978,387.635223
1455214181.663480997,387.665436
Timestamp,Depth
1455214181.679095984,387.695679
1455214181.695856094,387.665436
1455214181.712560892,387.604980
Timestamp,Depth
1455214181.732084990,387.635223
1455214181.749809980,387.665436
Timestamp,Depth
1455214181.766252995,387.665436
1455214181.782609940,387.544495
1455214181.797765970,387.635223
1455214181.813627005,387.665436
Timestamp,Depth
1455214181.829770088,387.695679
1455214181.845626116,387.635223
1455214181.861429930,387.725922
Timestamp,Depth
1455214181.881115913,387.665436
1455214181.898279905,387.665436
1455214181.913549900,387.665436
Timestamp,Depth
1455214181.930315018,387.665436
1455214181.946337938,387.665436
1455214181.962991953,387.604980
Timestamp,Depth
1455214181.985229015,387.665436
1455214182.001494884,387.574738
Timestamp,Depth
1455214182.017396927,387.665436
1455214182.034354925,387.665436
1455214182.051100016,387.665436
Timestamp,Depth
1455214182.068099022,387.665436
1455214182.085947037,387.635223
1455214182.101731062,387.604980
Timestamp,Depth
1455214182.118037939,387.635223
1455214182.137137890,387.635223
1455214182.154042006,387.574738
Timestamp,Depth
1455214182.171874046,387.574738
1455214182.187880039,387.544495
1455214182.204569101,387.544495
Timestamp,Depth
1455214182.219737053,387.725922
1455214182.235543013,387.695679
1455214182.251100063,387.544495
1455214182.266314983,387.695679
Timestamp,Depth
1455214182.282704115,387.635223
1455214182.298902988,387.695679
Timestamp,Depth
1455214182.316735983,387.665436
1455214182.333528042,387.665436
1455214182.350099087,387.695679
Timestamp,Depth
1455214182.366169930,387.665436
1455214182.385410070,387.695679
1455214182.401335001,387.695679
Timestamp,Depth
1455214182.417097092,387.695679
1455214182.433132887,387.665436
1455214182.449929953,387.665436
Timestamp,Depth
1455214182.466569901,387.635223
1455214182.482557058,387.635223
1455214182.498203993,387.695679
Timestamp,Depth
1455214182.515891075,387.604980
1455214182.531996012,387.665436
1455214182.547326088,387.574738
1455214182.564601898,387.665436
Timestamp,Depth
1455214182.580586910,387.544495
1455214182.598027945,387.725922
1455214182.614546061,387.756165
Timestamp,Depth
1455214182.630485058,387.635223
1455214182.646377087,387.665436
1455214182.661715984,387.604980
Timestamp,Depth
1455214182.680207014,387.604980
1455214182.695672989,387.635223
1455214182.710922956,387.756165
Timestamp,Depth
1455214182.728667021,387.635223
1455214182.744153023,387.695679
1455214182.760104895,387.695679
Timestamp,Depth
1455214182.777813911,387.604980
1455214182.794886112,387.695679
1455214182.810316086,387.665436
Timestamp,Depth
1455214182.827256918,387.665436
1455214182.844940901,387.816650
1455214182.860399008,387.725922
Timestamp,Depth
1455214182.875659943,387.574738
1455214182.892021894,387.665436
1455214182.907260895,387.695679
Timestamp,Depth
1455214182.922683001,387.725922
1455214182.938855886,387.604980
1455214182.956458092,387.695679
Timestamp,Depth
1455214182.973107100,387.604980
1455214182.989939928,387.695679
1455214183.005053043,387.695679
Timestamp,Depth
1455214183.020564079,387.665436
1455214183.038969994,387.574738
1455214183.053916931,387.725922
Timestamp,Depth
1455214183.069778919,387.665436
1455214183.087372065,387.695679
1455214183.103461027,387.665436
Timestamp,Depth
1455214183.120367050,387.725922
1455214183.138537884,387.665436
1455214183.154315948,387.695679
Timestamp,Depth
1455214183.170010090,387.725922
1455214183.186367035,387.635223
1455214183.203665972,387.725922
Timestamp,Depth
1455214183.220632076,387.665436
1455214183.236865044,387.665436
1455214183.253560066,387.635223
Timestamp,Depth
1455214183.270390987,387.725922
1455214183.288577080,387.604980
1455214183.305346966,387.635223
Timestamp,Depth
1455214183.320825100,387.695679
1455214183.337379932,387.756165
1455214183.353794098,387.756165
Timestamp,Depth
1455214183.373624086,387.665436
1455214183.391160011,387.695679
1455214183.407099009,387.665436
Timestamp,Depth
1455214183.425769091,387.725922
1455214183.442130089,387.665436
1455214183.457834959,387.635223
Timestamp,Depth
1455214183.473367929,387.665436
1455214183.488874912,387.756165
1455214183.504354000,387.725922
Timestamp,Depth
1455214183.521938086,387.695679
1455214183.539832115,387.786407
1455214183.558186054,387.725922
Timestamp,Depth
1455214183.575762987,387.725922
1455214183.591548920,387.695679
1455214183.607373953,387.665436
Timestamp,Depth
1455214183.623272896,387.725922
1455214183.639134884,387.756165
1455214183.654151917,387.756165
Timestamp,Depth
1455214183.669855118,387.635223
1455214183.686188936,387.665436
1455214183.701376915,387.665436
Timestamp,Depth
1455214183.716761112,387.756165
1455214183.732480049,387.665436
1455214183.749079943,387.604980
1455214183.765400887,387.725922
1455214183.781991959,387.665436
1455214183.798332930,387.756165
1455214183.813945055,387.665436
Timestamp,Depth
1455214183.830100060,387.725922
1455214183.848376036,387.665436
1455214183.864722967,387.695679
1455214183.880204916,387.695679
1455214183.896322012,387.695679
1455214183.912007093,387.725922
Timestamp,Depth
1455214183.927315950,387.725922
1455214183.943110943,387.665436
1455214183.958367109,387.604980
Timestamp,Depth
1455214183.974459887,387.725922
1455214183.990191936,387.665436
1455214184.007106066,387.725922
Timestamp,Depth
1455214184.022962093,387.635223
1455214184.038209915,387.665436
1455214184.053325891,387.725922
Timestamp,Depth
1455214184.068698883,387.665436
1455214184.085552931,387.756165
1455214184.100990057,387.816650
Timestamp,Depth
1455214184.116630077,387.665436
1455214184.132400036,387.695679
1455214184.148282051,387.756165
1455214184.165030956,387.756165
1455214184.181267977,387.665436
1455214184.196779966,387.756165
1455214184.213073969,387.756165
Timestamp,Depth
1455214184.230262995,387.665436
1455214184.246002913,387.756165
1455214184.261262894,387.665436
Timestamp,Depth
1455214184.276669979,387.695679
1455214184.293751955,387.574738
1455214184.310749054,387.695679
Timestamp,Depth
1455214184.326319933,387.665436
1455214184.341948986,387.725922
1455214184.357412100,387.695679
1455214184.373541117,387.665436
1455214184.390027046,387.604980
1455214184.407372952,387.695679
1455214184.424674988,387.756165
1455214184.440582037,387.756165
1455214184.456319094,387.725922
Timestamp,Depth
1455214184.473378897,387.635223
1455214184.489384890,387.756165
1455214184.504589081,387.756165
Timestamp,Depth
1455214184.521589041,387.725922
1455214184.537271023,387.695679
1455214184.552833080,387.725922
Timestamp,Depth
1455214184.569443941,387.725922
1455214184.586626053,387.665436
1455214184.603688002,387.756165
Timestamp,Depth
1455214184.621077061,387.725922
1455214184.637346029,387.574738
1455214184.653649092,387.695679
Timestamp,Depth
1455214184.669680119,387.665436
1455214184.685090065,387.695679
1455214184.700356007,387.665436
Timestamp,Depth
1455214184.716694117,387.816650
1455214184.732526064,387.665436
1455214184.747874975,387.756165
1455214184.763407946,387.816650
Timestamp,Depth
1455214184.782145977,387.695679
1455214184.799745083,387.756165
1455214184.815144062,387.756165
Timestamp,Depth
1455214184.830952883,387.786407
1455214184.848227978,387.756165
1455214184.863975048,387.725922
Timestamp,Depth
1455214184.882744074,387.695679
1455214184.898652077,387.846893
Timestamp,Depth
1455214184.916006088,387.816650
1455214184.932605028,387.725922
1455214184.949296951,387.695679
Timestamp,Depth
1455214184.966099024,387.665436
1455214184.981856108,387.665436
1455214184.999190092,387.695679
Timestamp,Depth
1455214185.014631987,387.695679
1455214185.032445908,387.665436
1455214185.047725916,387.665436
1455214185.063287020,387.756165
Timestamp,Depth
1455214185.081192970,387.756165
1455214185.099189043,387.695679
1455214185.114759922,387.756165
Timestamp,Depth
1455214185.130712032,387.725922
1455214185.147838116,387.846893
Timestamp,Depth
1455214185.165220022,387.725922
1455214185.184109926,387.756165
1455214185.200860023,387.756165
Timestamp,Depth
1455214185.217530966,387.665436
1455214185.234414101,387.846893
1455214185.251430035,387.756165
Timestamp,Depth
1455214185.268556118,387.786407
1455214185.284790993,387.665436
1455214185.300638914,387.665436
Timestamp,Depth
1455214185.318192005,387.756165
1455214185.334161997,387.846893
1455214185.350734949,387.695679
Timestamp,Depth
1455214185.367404938,387.756165
1455214185.385457039,387.756165
1455214185.401108980,387.756165
Timestamp,Depth
1455214185.416964054,387.695679
1455214185.433322906,387.756165
1455214185.450308084,387.756165
Timestamp,Depth
1455214185.466707945,387.756165
1455214185.482954979,387.665436
1455214185.499517918,387.695679
Timestamp,Depth
1455214185.516751051,387.756165
1455214185.532784939,387.846893
1455214185.548666000,387.756165
Timestamp,Depth
1455214185.564646006,387.816650
1455214185.582878113,387.756165
1455214185.599468946,387.665436
Timestamp,Depth
1455214185.617023945,387.695679
1455214185.634241104,387.756165
1455214185.650461912,387.665436
Timestamp,Depth
1455214185.666995049,387.695679
1455214185.684194088,387.725922
1455214185.701292038,387.695679
Timestamp,Depth
1455214185.717269897,387.665436
1455214185.733879089,387.695679
1455214185.750649929,387.756165
Timestamp,Depth
1455214185.766400099,387.756165
1455214185.782763004,387.756165
1455214185.798340082,387.665436
1455214185.814830065,387.695679
Timestamp,Depth
1455214185.831993103,387.756165
1455214185.847979069,387.756165
1455214185.863924980,387.756165
Timestamp,Depth
1455214185.882102966,387.756165
1455214185.899228096,387.756165
Timestamp,Depth
1455214185.915143967,387.725922
1455214185.932058096,387.786407
1455214185.948268890,387.695679
1455214185.963748932,387.725922
Timestamp,Depth
1455214185.979461908,387.756165
1455214185.997344971,387.756165
1455214186.014559031,387.846893
Timestamp,Depth
1455214186.031435966,387.695679
1455214186.048008919,387.725922
1455214186.064949989,387.725922
Timestamp,Depth
1455214186.081355095,387.756165
1455214186.098318100,387.695679
1455214186.115137100,387.816650
Timestamp,Depth
1455214186.132291079,387.665436
1455214186.148013115,387.756165
Timestamp,Depth
1455214186.164977074,387.846893
1455214186.183511972,387.786407
1455214186.200200081,387.786407
Timestamp,Depth
1455214186.216706991,387.756165
1455214186.233428001,387.756165
1455214186.249464989,387.725922
1455214186.264666080,387.604980
Timestamp,Depth
1455214186.284646034,387.665436
1455214186.300292969,387.725922
Timestamp,Depth
1455214186.316190004,387.756165
1455214186.334357977,387.756165
1455214186.349703074,387.756165
Timestamp,Depth
1455214186.365010023,387.756165
1455214186.380824089,387.665436
1455214186.397442102,387.695679
1455214186.413549900,387.786407
Timestamp,Depth
1455214186.428972006,387.756165
1455214186.444623947,387.756165
1455214186.460294008,387.695679
Timestamp,Depth
1455214186.477169037,387.846893
1455214186.492804050,387.725922
1455214186.508145094,387.756165
Timestamp,Depth
1455214186.523843050,387.725922
1455214186.539503098,387.695679
1455214186.554580927,387.725922
Timestamp,Depth
1455214186.571165085,387.846893
1455214186.587718010,387.786407
1455214186.604367971,387.725922
Timestamp,Depth
1455214186.620776892,387.756165
1455214186.636948109,387.816650
1455214186.653220892,387.816650
Timestamp,Depth
1455214186.669596910,387.756165
1455214186.686335087,387.756165
1455214186.702195883,387.756165
Timestamp,Depth
1455214186.717381001,387.695679
1455214186.734560013,387.756165
1455214186.751111031,387.695679
Timestamp,Depth
1455214186.767400026,387.695679
1455214186.784959078,387.816650
1455214186.801834106,387.725922
Timestamp,Depth
1455214186.821908951,387.725922
1455214186.837676048,387.756165
1455214186.854016066,387.756165
Timestamp,Depth
1455214186.871148109,387.816650
1455214186.888398886,387.786407
1455214186.904023886,387.756165
Timestamp,Depth
1455214186.920392036,387.816650
1455214186.938038111,387.695679
1455214186.953716040,387.786407
Timestamp,Depth
1455214186.970849991,387.816650
1455214186.987906933,387.725922
1455214187.003508091,387.816650
1455214187.019418001,387.786407
1455214187.035556078,387.756165
1455214187.051666021,387.665436
Timestamp,Depth
1455214187.067805052,387.786407
1455214187.083704948,387.786407
1455214187.098978996,387.695679
1455214187.114201069,387.756165
1455214187.130043030,387.786407
1455214187.145476103,387.756165
1455214187.162518024,387.816650
Timestamp,Depth
1455214187.177453041,387.816650
1455214187.192981005,387.756165
1455214187.208089113,387.725922
Timestamp,Depth
1455214187.223748922,387.756165
1455214187.241452932,387.756165
1455214187.257683039,387.786407
Timestamp,Depth
1455214187.273412943,387.756165
1455214187.289092064,387.756165
1455214187.306173086,387.756165
Timestamp,Depth
1455214187.323482990,387.725922
1455214187.340676069,387.786407
1455214187.355969906,387.756165
Timestamp,Depth
1455214187.371273994,387.786407
1455214187.387171030,387.816650
1455214187.402339935,387.725922
Timestamp,Depth
1455214187.417615891,387.786407
1455214187.433612108,387.756165
1455214187.449595928,387.756165
1455214187.464768887,387.816650
Timestamp,Depth
1455214187.481578112,387.756165
1455214187.498559952,387.756165
Timestamp,Depth
1455214187.514249086,387.756165
1455214187.532632113,387.816650
1455214187.548306942,387.877136
1455214187.565393925,387.786407
1455214187.581691980,387.816650
1455214187.597323895,387.846893
1455214187.612488031,387.756165
1455214187.630013943,387.756165
1455214187.645716906,387.816650
1455214187.661336899,387.695679
Timestamp,Depth
1455214187.677592993,387.846893
1455214187.693321943,387.756165
1455214187.709072113,387.816650
Timestamp,Depth
1455214187.724925995,387.877136
1455214187.741343975,387.756165
1455214187.758176088,387.846893
Timestamp,Depth
1455214187.776765108,387.846893
1455214187.793939114,387.816650
1455214187.809854984,387.756165
Timestamp,Depth
1455214187.825675964,387.846893
1455214187.842808008,387.816650
1455214187.857888937,387.846893
Timestamp,Depth
1455214187.875550985,387.816650
1455214187.892828941,387.846893
1455214187.910120964,387.816650
Timestamp,Depth
1455214187.928329945,387.816650
1455214187.945220947,387.816650
1455214187.961467981,387.816650
Timestamp,Depth
1455214187.980895042,387.877136
1455214187.997797966,387.756165
Timestamp,Depth
1455214188.014787912,387.756165
1455214188.030863047,387.756165
1455214188.046509027,387.725922
1455214188.062047005,387.756165
Timestamp,Depth
1455214188.076828003,387.756165
1455214188.094099998,387.846893
1455214188.110599995,387.846893
Timestamp,Depth
1455214188.128221035,387.846893
1455214188.144279003,387.846893
1455214188.159143925,387.816650
Timestamp,Depth
1455214188.175220966,387.756165
1455214188.190799952,387.846893
1455214188.207261086,387.816650
Timestamp,Depth
1455214188.224399090,387.846893
1455214188.241641045,387.786407
1455214188.258251905,387.786407
Timestamp,Depth
1455214188.273911953,387.846893
1455214188.290493011,387.786407
1455214188.307760954,387.756165
Timestamp,Depth
1455214188.324120045,387.816650
1455214188.341304064,387.756165
1455214188.357239962,387.665436
Timestamp,Depth
1455214188.372989893,387.786407
1455214188.390443087,387.786407
1455214188.407241106,387.756165
Timestamp,Depth
1455214188.424031973,387.816650
1455214188.441802979,387.816650
1455214188.457880020,387.816650
Timestamp,Depth
1455214188.473427057,387.816650
1455214188.489382982,387.846893
1455214188.505244970,387.756165
Timestamp,Depth
1455214188.520711899,387.786407
1455214188.536391973,387.846893
1455214188.551858902,387.846893
Timestamp,Depth
1455214188.568208933,387.877136
1455214188.584749937,387.756165
1455214188.601495981,387.786407
Timestamp,Depth
1455214188.618244886,387.816650
1455214188.634207010,387.846893
1455214188.650928020,387.877136
Timestamp,Depth
1455214188.667725086,387.846893
1455214188.684653044,387.786407
1455214188.700999022,387.816650
Timestamp,Depth
1455214188.716764927,387.786407
1455214188.733367920,387.816650
1455214188.750190020,387.816650
Timestamp,Depth
1455214188.765409946,387.846893
1455214188.781775951,387.877136
1455214188.798988104,387.786407
Timestamp,Depth
1455214188.815785885,387.786407
1455214188.833328962,387.695679
1455214188.849334955,387.846893
Timestamp,Depth
1455214188.864991903,387.816650
1455214188.880584955,387.846893
1455214188.898117065,387.816650
Timestamp,Depth
1455214188.914355040,387.756165
1455214188.932128906,387.756165
1455214188.949104071,387.846893
Timestamp,Depth
1455214188.964709044,387.846893
1455214188.981730938,387.756165
1455214188.998182058,387.816650
1455214189.013730049,387.786407
Timestamp,Depth
1455214189.033526897,387.756165
1455214189.049355984,387.756165
Timestamp,Depth
1455214189.064800978,387.786407
1455214189.080889940,387.846893
1455214189.097752094,387.846893
1455214189.114196062,387.846893
Timestamp,Depth
1455214189.132333040,387.846893
1455214189.147649050,387.786407
1455214189.163513899,387.846893
Timestamp,Depth
1455214189.178509951,387.846893
1455214189.195286036,387.786407
1455214189.211854935,387.846893
Timestamp,Depth
1455214189.230619907,387.846893
1455214189.245968103,387.846893
1455214189.261770964,387.756165
Timestamp,Depth
1455214189.279033899,387.846893
1455214189.295594931,387.846893
1455214189.312271118,387.846893
Timestamp,Depth
1455214189.329111099,387.756165
1455214189.344995975,387.816650
1455214189.360953093,387.846893
Timestamp,Depth
1455214189.379682064,387.816650
1455214189.395576000,387.816650
1455214189.413249969,387.846893
Timestamp,Depth
1455214189.431729078,387.877136
1455214189.448520899,387.786407
Timestamp,Depth
1455214189.465241909,387.816650
1455214189.480767012,387.756165
1455214189.496335983,387.937622
1455214189.512834072,387.816650
Timestamp,Depth
1455214189.528034925,387.756165
1455214189.543521881,387.877136
1455214189.558900118,387.846893
Timestamp,Depth
1455214189.577436924,387.907379
1455214189.593143940,387.907379
1455214189.608508110,387.816650
Timestamp,Depth
1455214189.624217987,387.907379
1455214189.641324997,387.877136
1455214189.657783031,387.846893
Timestamp,Depth
1455214189.674907923,387.877136
1455214189.691296101,387.846893
1455214189.708739042,387.846893
Timestamp,Depth
1455214189.727129936,387.816650
1455214189.743814945,387.846893
1455214189.759656906,387.877136
Timestamp,Depth
1455214189.776288986,387.846893
1455214189.793396950,387.877136
1455214189.810336113,387.786407
Timestamp,Depth
1455214189.827549934,387.816650
1455214189.843421936,387.816650
1455214189.858814955,387.877136
Timestamp,Depth
1455214189.874667883,387.846893
1455214189.891505957,387.877136
1455214189.907116890,387.756165
Timestamp,Depth
1455214189.922715902,387.937622
1455214189.937880039,387.846893
1455214189.953284979,387.816650
Timestamp,Depth
1455214189.968885899,387.877136
1455214189.984669924,387.967865
1455214190.000690937,387.907379
Timestamp,Depth
1455214190.015994072,387.907379
1455214190.033056021,387.846893
1455214190.049699068,387.877136
Timestamp,Depth
1455214190.066996098,387.786407
1455214190.084793091,387.846893
1455214190.100761890,387.907379
Timestamp,Depth
1455214190.116260052,387.756165
1455214190.134677887,387.846893
1455214190.150522947,387.846893
Timestamp,Depth
1455214190.166169882,387.846893
1455214190.181265116,387.937622
1455214190.196559906,387.846893
1455214190.214129925,387.846893
1455214190.231427908,387.846893
1455214190.247525930,387.998108
1455214190.264328957,387.907379
Timestamp,Depth
1455214190.282119036,387.846893
1455214190.299544096,387.786407
1455214190.316468954,387.756165
1455214190.332638025,387.816650
1455214190.348587990,387.846893
Timestamp,Depth
1455214190.365709066,387.756165
1455214190.382281065,387.937622
1455214190.399137020,387.816650
Timestamp,Depth
1455214190.416534901,387.786407
1455214190.434223890,387.756165
1455214190.451240063,387.937622
Timestamp,Depth
1455214190.468111038,387.816650
1455214190.484983921,387.846893
1455214190.500220060,387.816650
Timestamp,Depth
1455214190.516040087,387.846893
1455214190.532751083,387.937622
1455214190.549806118,387.756165
Timestamp,Depth
1455214190.566525936,387.877136
1455214190.581852913,387.816650
1455214190.597137928,387.846893
1455214190.612123013,387.907379
Timestamp,Depth
1455214190.629400969,387.846893
1455214190.645612955,387.846893
1455214190.661019087,387.877136
Timestamp,Depth
1455214190.676740885,387.846893
1455214190.692270041,387.877136
1455214190.707206011,387.846893
Timestamp,Depth
1455214190.722853899,387.937622
1455214190.739156008,387.967865
1455214190.755079985,387.937622
Timestamp,Depth
1455214190.772856951,387.846893
1455214190.789215088,387.756165
1455214190.805464029,387.816650
Timestamp,Depth
1455214190.822700024,387.907379
1455214190.839831114,387.907379
1455214190.856277943,387.877136
Timestamp,Depth
1455214190.872133017,387.937622
1455214190.888446093,387.846893
1455214190.904854059,387.877136
Timestamp,Depth
1455214190.922250986,387.877136
1455214190.938013077,387.877136
1455214190.954533100,387.816650
Timestamp,Depth
1455214190.972079039,387.877136
1455214190.987673998,387.937622
1455214191.004350901,387.877136
Timestamp,Depth
1455214191.020386934,387.786407
1455214191.035984039,387.937622
1455214191.051002979,387.846893
Timestamp,Depth
1455214191.067619085,387.877136
1455214191.083759069,387.877136
1455214191.098932981,387.907379
Timestamp,Depth
1455214191.115344048,387.877136
1455214191.131650925,387.846893
1455214191.148206949,387.846893
Timestamp,Depth
1455214191.164649963,387.937622
1455214191.180891991,387.816650
1455214191.196216106,387.877136
1455214191.211559057,387.846893
Timestamp,Depth
1455214191.226938963,387.937622
1455214191.241385937,387.907379
1455214191.256299019,387.846893
Timestamp,Depth
1455214191.270513058,387.846893
1455214191.284876108,387.846893
1455214191.299807072,387.877136
Timestamp,Depth
1455214191.320811987,387.786407
1455214191.335772038,387.907379
1455214191.350512028,387.998108
Timestamp,Depth
1455214191.367479086,387.877136
1455214191.383810043,387.907379
1455214191.398072004,387.756165
Timestamp,Depth
1455214191.413302898,387.907379
1455214191.427669048,387.846893
1455214191.441509008,387.846893
1455214191.455442905,387.937622
Timestamp,Depth
1455214191.470962048,387.937622
1455214191.487003088,387.877136
1455214191.502095938,387.937622
Timestamp,Depth
1455214191.518013000,387.877136
1455214191.533718109,387.998108
1455214191.550287962,387.907379
Timestamp,Depth
1455214191.566992044,387.967865
1455214191.583307981,387.846893
1455214191.598454952,387.846893
1455214191.613826036,387.937622
Timestamp,Depth
1455214191.630949020,387.998108
1455214191.647887945,387.877136
Timestamp,Depth
1455214191.664679050,387.846893
1455214191.681236029,387.877136
1455214191.696543932,387.907379
1455214191.712408066,387.998108
Timestamp,Depth
1455214191.727423906,387.907379
1455214191.743437052,387.937622
1455214191.760034084,387.937622
Timestamp,Depth
1455214191.775223970,387.937622
1455214191.790745974,387.967865
1455214191.805917978,387.877136
1455214191.821635008,387.967865
1455214191.837405920,387.907379
1455214191.852636099,387.907379
Timestamp,Depth
1455214191.868927956,387.907379
1455214191.885999918,387.786407
1455214191.902261019,387.937622
Timestamp,Depth
1455214191.918530941,387.937622
1455214191.935173988,387.816650
1455214191.951731920,387.907379
Timestamp,Depth
1455214191.968369961,387.907379
1455214191.985513926,387.967865
1455214192.001441002,387.937622
Timestamp,Depth
1455214192.017165899,387.907379
